Episode,avg length,reward
7560,233,-90.72420399990673
7580,245,-100.50307918500886
7600,278,-90.13584664842313
7620,249,-90.70260905095013
7640,298,-94.94676808381051
7660,280,-85.53800472074133
7680,278,-90.23369993046023
7700,226,-96.22742512017253
7720,272,-95.23484858890448
7740,249,-95.67849025863944
7760,267,-100.50279503090795
7780,252,-91.01563325626184
7800,286,-90.52993756002662
7820,247,-100.36364691286697
7840,278,-95.29547896294609
7860,293,-85.52937075934258
7880,249,-100.65943861484126
7900,294,-85.17018612079512
7920,309,-85.13533823323482
7940,268,-85.65057773196014
7960,277,-90.21392279145529
7980,267,-86.09744710504614
8000,312,-75.50130690756106
8020,273,-95.32166574684042
8040,264,-90.65924473984454
8060,302,-89.99833346511815
8080,296,-94.9468713800857
8100,247,-100.27161856484238
8120,272,-95.31535841183494
8140,273,-90.40980615342109
8160,260,-95.57584672891338
8180,278,-95.1626568589455
8200,280,-100.00204659346602
8220,312,-85.14568080858278
8240,242,-100.41412083753018
8260,268,-100.40565761358627
8280,259,-95.33710049563669
8300,230,-91.26147881588608
8320,266,-100.22523655878967
8340,296,-90.01268362898438
8360,289,-90.22572062023835
8380,289,-95.02130086908457
8400,298,-94.94678207906111
8420,231,-100.63707367346261
8440,300,-80.25635861262323
8460,309,-89.95258532586433
8480,280,-95.09614513840302
8500,311,-89.95256550072737
8520,270,-90.54267907190822
8540,270,-95.58786754783011
8560,262,-95.63943778698128
8580,256,-95.34785240097263
8600,285,-85.26629781148965
8620,241,-100.84703558615645
8640,280,-100.04125097372224
8660,281,-94.9710738925397
8680,296,-94.94689083532292
8700,269,-90.54467286596777
8720,275,-90.44496176159893
8740,252,-95.18907386804167
8760,255,-95.41420473690633
8780,284,-90.43688910806605
8800,288,-89.96631556356164
8820,289,-90.30095424068126
8840,269,-95.3335153089827
8860,293,-85.39094897124669
8880,261,-95.53619170641898
8900,271,-90.28889838706075
8920,236,-100.62441791295672
8940,301,-80.67017491070632
8960,257,-100.11578527339762
8980,251,-95.25180831722771
9000,307,-85.19185973693205
9020,244,-95.57871607472349
9040,234,-100.62453306195849
9060,311,-85.02742324154943
9080,267,-100.26236160934175
9100,287,-95.2178774171225
9120,294,-99.94118593223418
9140,298,-89.9736619454406
9160,305,-94.9468511510642
9180,249,-100.52776072760616
9200,322,-84.95852152070367
9220,252,-100.63046818194547
9240,312,-89.95251859030135
9260,263,-90.16963902340663
9280,282,-90.18149490224705
9300,254,-90.91174068592431
9320,286,-90.04514026071209
9340,325,-84.95845059365438
9360,263,-95.52845658663561
9380,250,-100.81374837201261
9400,293,-90.14425245557864
9420,286,-95.3270461217879
9440,276,-95.0623281060249
9460,266,-86.3154812903254
9480,264,-90.46545099103074
9500,287,-99.9412940614719
9520,253,-95.47410584748293
9540,315,-79.98392682827468
9560,278,-90.23887707863115
9580,305,-94.94691371215235
9600,259,-86.04698089612656
9620,241,-95.68836411430536
9640,287,-90.3681602950139
9660,262,-100.10424794103687
9680,311,-85.04495304014407
9700,264,-90.79141500351945
9720,270,-100.36491313078679
9740,278,-100.17931618248667
9760,264,-100.52783774459019
9780,273,-95.14551895923266
9800,241,-100.64758950484756
9820,275,-95.18265620427815
9840,326,-84.95836034994635
9860,292,-95.0879032256628
9880,257,-95.61637570167647
9900,230,-100.72192856112741
9920,299,-90.00358094721591
9940,256,-95.3533361653427
9960,258,-95.44885578491046
9980,269,-100.10858651104977
10000,313,-84.95833076352497
